Categoria,Marca,Modelo,Motor,Versão,Transmissão Velocidades (nº),Ar Cond,Direção Assistida,Combustível
COMPACTO,TOYOTA,Etios Hatchback,1.5-16V,PLATINUM,A-4,S,E,F
COMPACTO,TOYOTA,Etios Hatchback,1.5-16V,CROSS,A-4,S,E,F
COMPACTO,TOYOTA,Etios Hatchback,1.5-16V,READY,A-4,S,E,F
COMPACTO,VOLKSWAGEN,Fox,1.6-8V,Connect,M-5,S,E,F
COMPACTO,VOLKSWAGEN,Fox,1.6-8V,Xtreme,M-5,S,E,F
COMPACTO,VOLKSWAGEN,Fox,1.6-8V,Connect (I-Motion),MTA-5,S,E,F
COMPACTO,VOLKSWAGEN,Gol,1.0-12V,(Rodas aro 15),M-5,S,H,F
COMPACTO,VOLKSWAGEN,Gol,1.6-8V,,M-5,S,H,F
COMPACTO,VOLKSWAGEN,Gol,1.6-16V,,A-6,S,H,F
COMPACTO,VOLKSWAGEN,Gol,1.0-12V,(Rodas aro 14),M-5,S,H,F
MÉDIO,AUDI,A1 Sportback,1.4-16V,Attraction,DCT-7,S,E,G
MÉDIO,AUDI,A1 Sportback,1.8-16V,Ambition,DCT-7,S,E,G
MÉDIO,AUDI,A3 Sportback,1.4-16V,Attraction,DCT-7,S,E,G
MÉDIO,AUDI,A3 Sportback,1.4-16V,Ambiente,DCT-7,S,E,G
MÉDIO,AUDI,RS3 Sportback,2.5-20V,-,DCT-7,S,E,G
MÉDIO,BMW,220i,2.0-16V,CAT ActiveFlex,A-8,S,E-H,F
MÉDIO,BMW,M140i,3.0-24V,-,A-8,S,E-H,G
MÉDIO,BMW,120i,2.0-16V,Gasolina,A-8,S,E-H,G
MÉDIO,BMW,125i,2.0-16V,Gasolina,A-8,S,E-H,G
MÉDIO,BMW,i3,0.6-8V,REX 94Ah,A-1,S,E-H,G
MÉDIO,CHEVROLET,Cobalt (MY19),1.4L-8V,1,4 LT,M-6,S,E,F
MÉDIO,CHEVROLET,Cobalt (MY19),1.4L-8V,1,4 LTZ,M-6,S,E,F
MÉDIO,CHEVROLET,Cobalt (MY19),1.8-8V,1,8 AT ELITE,A-6,S,E,F
MÉDIO,CHEVROLET,Cobalt (MY19),1.8-8V,1,8 AT LTZ,A-6,S,E,F
MÉDIO,CHEVROLET,Cobalt (MY19),1.8-8V,1,8M LT,M-6,S,E,F
MÉDIO,CHEVROLET,Cobalt (MY19),1.8-8V,1,8M LTZ,M-6,S,E,F
MÉDIO,CHEVROLET,Prisma (MY19),1.4L-8V,1,4AT LTZ,A-6,S,E,F
MÉDIO,CHEVROLET,Prisma (MY19),1.4L-8V,1,4MT LTZ,M-6,S,E,F
MÉDIO,CHEVROLET,Prisma (MY19),1.0L-8V,1,0MT LT,M-6,S,E,F
MÉDIO,CHEVROLET,Prisma (MY19),1.4L-8V,1,4AT ADV,A-6,S,E,F
MÉDIO,CHEVROLET,Prisma (MY19),1.4L-8V,1,4AT LT,A-6,S,E,F
MÉDIO,CHEVROLET,Prisma (MY19),1.4L-8V,1,4MT LT,M-6,S,E,F
MÉDIO,CHEVROLET,Prisma Joy (MY19),1.0L-8V,10MT JOYE,M-6,S,E,F
MÉDIO,CHEVROLET,Spin (MY19),1.8-8V,1,8L MT LT (5L),M-6,S,E,F
MÉDIO,CHEVROLET,Spin (MY19),1.8-8V,1,8L MT LS E (5L),M-6,S,E,F
MÉDIO,CHEVROLET,Spin (MY19),1.8-8V,AT ACT (5L),A-6,S,E,F
MÉDIO,CHEVROLET,Spin (MY19),1.8-8V,AT LT (5L),A-6,S,E,F
MÉDIO,FIAT,Cronos,1.3-8V,DRIVE,M-5,S,E,F
MÉDIO,FIAT,Cronos,1.3-8V,DRIVE GSR,MTA-5,S,E,F
MÉDIO,FIAT,Cronos,1.8-16V,PRECISION,M-5,S,E,F
MÉDIO,FIAT,Cronos,1.8-16V,PRECISION,A-6,S,E,F
MÉDIO,FIAT,Cronos,1.8-16V,DRIVE,A-6,S,E,F
MÉDIO,FIAT,Dobló,1.8-16V,ESSENCE,M-5,S,H,F
MÉDIO,FIAT,Grand Siena,1.0-8V,ATTRACTIVE,M-5,S,H,F
MÉDIO,FIAT,Grand Siena,1.4-8V,ATTRACTIVE,M-5,S,H,F
MÉDIO,FIAT,Weekend,1.4-8V,ADVENTURE,M-5,S,H,F
MÉDIO,FORD,Ka Sedan,1.0-12V,SE,M-5,S,E,F
MÉDIO,FORD,Ka Sedan,1.5-12V,SE,A-6,S,E,F
MÉDIO,FORD,Ka Sedan,1.5-12V,Titanium,A-6,S,E,F
MÉDIO,FORD,Ka Sedan,1.5-12V,SE,M-5,S,E,F
MÉDIO,FORD,Ka Sedan,1.5-12V,SEL,M-5,S,E,F
MÉDIO,FORD,New Fiesta Sedan,1.6-16V,SEL,DCT-6,S,E,F
MÉDIO,FORD,New Fiesta Sedan,1.6-16V,Titanium,DCT-6,S,E,F
MÉDIO,FORD,New Fiesta Sedan,1.6-16V,SEL,M-5,S,E,F
MÉDIO,FORD,New Fiesta Sedan,1.6-16V,Titanium,M-5,S,E,F
MÉDIO,HONDA,City,1.5-16V,DX,M-5,S,E,F
MÉDIO,HONDA,City,1.5-16V,DX,CVT,S,E,F
MÉDIO,HONDA,City,1.5-16V,LX,CVT,S,E,F
MÉDIO,HONDA,City,1.5-16V,EX,CVT,S,E,F
MÉDIO,HONDA,City,1.5-16V,EXL,CVT,S,E,F
MÉDIO,HONDA,City,1.5-16V,PERSONAL,CVT,S,E,F
MÉDIO,HYUNDAI,HB20S,1.0-12V,Unique,M-5,S,H,F
MÉDIO,HYUNDAI,HB20S,1.0-12V,Comfort Plus,M-5,S,H,F
MÉDIO,HYUNDAI,HB20S,1.0-12V,Style,M-5,S,H,F
MÉDIO,HYUNDAI,HB20S,1.6-16V,Comfort Plus,M-6,S,H,F
MÉDIO,HYUNDAI,HB20S,1.6-16V,Style,M-6,S,H,F
MÉDIO,HYUNDAI,HB20S,1.6-16V,Comfort Plus,A-6,S,H,F
MÉDIO,HYUNDAI,HB20S,1.6-16V,Style,A-6,S,H,F
MÉDIO,HYUNDAI,HB20S,1.6-16V,Premium,A-6,S,H,F
MÉDIO,HYUNDAI,HB20S,1.0-12V Turbo,Comfort Plus,M-6,S,H,F
MÉDIO,HYUNDAI,HB20S,1.0-12V Turbo,Style,M-6,S,H,F
MÉDIO,KIA,Rio,1.6-16V,EX 1,6 FF MT HB,M-6,S,E,F
MÉDIO,KIA,Rio,1.6-16V,LX 1,6 FF MT HB,M-6,S,E,F
MÉDIO,KIA,Rio,1.6-16V,EX 1,6 FF AT HB,A-6,S,E,F
MÉDIO,KIA,Rio,1.6-16V,LX 1,6 FF AT HB,A-6,S,E,F
MÉDIO,LEXUS,CT200H,1.8-16V,CT200H,CVT,S,E,G
MÉDIO,LEXUS,CT200H,1.8-16V,F SPORT,CVT,S,E,G
MÉDIO,MINI,Cooper,2.0-16V,S Clubman,A-8,S,E-H,G
MÉDIO,MINI,Countryman,2.0-16V,Cooper S,A-8,S,E-H,G
MÉDIO,MINI,Countryman,2.0-16V,Cooper S ALL4,A-8,S,E-H,G
MÉDIO,MINI,Countryman,1.5-12V,Cooper,A-6,S,E-H,G
MÉDIO,MINI,Countryman,2.0-16V,JCW,A-8,S,E-H,G
MÉDIO,NISSAN,New Versa,1.0-12V,10 Conforto,M-5,S,E,F
MÉDIO,NISSAN,New Versa,1.0-12V,10 S,M-5,S,E,F
MÉDIO,NISSAN,New Versa,1.6-16V,16 S,M-5,S,E,F
MÉDIO,NISSAN,New Versa,1.6-16V,16 SV,M-5,S,E,F
MÉDIO,NISSAN,New Versa,1.6-16V,16 SL,M-5,S,E,F
MÉDIO,NISSAN,New Versa,1.6-16V,16 SV,CVT,S,E,F
MÉDIO,NISSAN,New Versa,1.6-16V,16 SL,CVT,S,E,F
MÉDIO,NISSAN,New Versa,1.6-16V,16 UNIQUE,CVT,S,E,F
MÉDIO,RENAULT,Logan,1.6-16V,Dynamique,MTA-5,S,E-H,F
MÉDIO,RENAULT,Logan,1.6-16V,Expression,MTA-5,S,E-H,F
MÉDIO,RENAULT,Logan,1.0-12V,Authentique,M-5,S,E-H,F
MÉDIO,RENAULT,Logan,1.0-12V,Expression,M-5,S,E-H,F
MÉDIO,RENAULT,Logan,1.6-16V,Dynamique,M-5,S,E-H,F
MÉDIO,RENAULT,Logan,1.6-16V,Expression,M-5,S,E-H,F
MÉDIO,RENAULT,Zoe NR,Elétrico,Intens,AUT,S,E,E
MÉDIO,RENAULT,Zoe NR,Elétrico,Life,AUT,S,E,E
MÉDIO,RENAULT,Zoe LR,Elétrico,Intens LR,AUT,S,E,E
MÉDIO,RENAULT,Zoe LR,Elétrico,Life LR,AUT,S,E,E
MÉDIO,RENAULT,Zoe LR,Elétrico,ULT LR,AUT,S,E,E
MÉDIO,SSANGYONG,XLV,1.6-16V,G DLX,A-6,S,E,G
MÉDIO,SSANGYONG,XLV,1.6-16V,G STD,A-6,S,E,G
MÉDIO,SSANGYONG,Tivoli,1.6-16V,G DLX,A-6,S,E,G
MÉDIO,SSANGYONG,Tivoli,1.6-16V,G STD,A-6,S,E,G
MÉDIO,TOYOTA,Etios Sedã,1.5-16V,X,M-6,S,E,F
MÉDIO,TOYOTA,Etios Sedã,1.5-16V,XS,M-6,S,E,F
MÉDIO,TOYOTA,Etios Sedã,1.5-16V,XLS,M-6,S,E,F
MÉDIO,TOYOTA,Etios Sedã,1.5-16V,X PLUS,M-6,S,E,F
MÉDIO,TOYOTA,Etios Sedã,1.5-16V,PLATINUM,M-6,S,E,F
MÉDIO,TOYOTA,Etios Sedã,1.5-16V,X,A-4,S,E,F
MÉDIO,TOYOTA,Etios Sedã,1.5-16V,XS,A-4,S,E,F
MÉDIO,TOYOTA,Etios Sedã,1.5-16V,XLS,A-4,S,E,F
MÉDIO,TOYOTA,Etios Sedã,1.5-16V,X PLUS,A-4,S,E,F
MÉDIO,TOYOTA,Etios Sedã,1.5-16V,PLATINUM,A-4,S,E,F
MÉDIO,TOYOTA,Prius,1.8-16V,NGA,CVT,S,E,G
MÉDIO,TOYOTA,Prius,1.8-16V,NGA Top,CVT,S,E,G
MÉDIO,TOYOTA,Yaris Hatchback,1.3-16V,XL,M-6,S,E,F
MÉDIO,TOYOTA,Yaris Hatchback,1.3-16V,XL,CVT,S,E,F
MÉDIO,TOYOTA,Yaris Hatchback,1.3-16V,XL PLUS TECH,CVT,S,E,F
MÉDIO,TOYOTA,Yaris Hatchback,1.5-16V,XS,CVT,S,E,F
MÉDIO,TOYOTA,Yaris Hatchback,1.5-16V,X-WAY,CVT,S,E,F
MÉDIO,TOYOTA,Yaris Hatchback,1.5-16V,XLS,CVT,S,E,F
MÉDIO,TOYOTA,Yaris Sedã,1.5-16V,XL,M-6,S,E,F
MÉDIO,TOYOTA,Yaris Sedã,1.5-16V,XL,CVT,S,E,F
MÉDIO,TOYOTA,Yaris Sedã,1.5-16V,XL PLUS TECH,CVT,S,E,F
MÉDIO,TOYOTA,Yaris Sedã,1.5-16V,XS,CVT,S,E,F
MÉDIO,TOYOTA,Yaris Sedã,1.5-16V,XLS,CVT,S,E,F
MÉDIO,VOLVO,V40 (aro 17"),2.0-16V,T4 Inscription,DCT-6,S,E,G
MÉDIO,VOLVO,V40 (aro 17"),2.0-16V,2,0 T4 Kinetic,DCT-6,S,E,G
MÉDIO,VOLVO,V40 (aro 17"),2.0-16V,T4 Momentum,DCT-6,S,E,G
MÉDIO,VOLVO,V40 (aro 17"),2.0-16V,T4 R-Design,DCT-6,S,E,G
MÉDIO,VOLVO,V40 (aro 17"),2.0-16V,T4 Summum,DCT-6,S,E,G
MÉDIO,VOLVO,V40 (aro 18"),2.0-16V,T4 Inscription,DCT-6,S,E,G
MÉDIO,VOLVO,V40 (aro 18"),2.0-16V,2,0 T4 Kinetic,DCT-6,S,E,G
MÉDIO,VOLVO,V40 (aro 18"),2.0-16V,2,0 T4 Momentum,DCT-6,S,E,G
MÉDIO,VOLVO,V40 (aro 18"),2.0-16V,T4 R-Design,DCT-6,S,E,G
MÉDIO,VOLVO,V40 (aro 18"),2.0-16V,T4 Summum,DCT-6,S,E,G
MÉDIO,VOLVO,V40,2.0-16V,2,0 T5 Comfort,A-8,S,E,G
MÉDIO,VOLVO,V40,2.0-16V,2,0 T5 Dynamic,A-8,S,E,G
MÉDIO,VOLVO,V40,2.0-16V,2,0 T5 Kinetic,A-8,S,E,G
MÉDIO,VOLVO,V40,2.0-16V,2,0 T5 Momentum,A-8,S,E,G
MÉDIO,VOLVO,V40,2.0-16V,2,0 T5 R-Design,A-8,S,E,G
MÉDIO,VOLVO,V40,2.0-16V,2,0 T5 Top,A-8,S,E,G
MÉDIO,VOLKSWAGEN,Golf,1.0-12V,COMFORTLINE,A-6,S,E,F
MÉDIO,VOLKSWAGEN,Golf,1.4-16V,HIGHLINE,A-6,S,E,F
MÉDIO,VOLKSWAGEN,Golf,2.0-16V,GTI,DCT-6,S,E,G
MÉDIO,VOLKSWAGEN,Polo,1.0-12V,,M-5,S,E,F
MÉDIO,VOLKSWAGEN,Polo,1.6-16V,,M-5,S,E,F
MÉDIO,VOLKSWAGEN,Polo,1.0-12V,200 TSI Comfortline (R15"),A-6,S,E,F
MÉDIO,VOLKSWAGEN,Polo,1.0-12V,200 TSI Comfortline (R16"),A-6,S,E,F
MÉDIO,VOLKSWAGEN,Polo,1.0-12V,200 TSI Highline,A-6,S,E,F
MÉDIO,VOLKSWAGEN,Polo,1.6-16V,,A-6,S,E,F
MÉDIO,VOLKSWAGEN,Spacefox,1.6-8V,Trendline,M-5,S,E,F
MÉDIO,VOLKSWAGEN,Spacefox,1.6-8V,Trendline (I-Motion),MTA-5,S,E,F
MÉDIO,VOLKSWAGEN,Virtus,1.6-16V,,M-5,S,E,F
MÉDIO,VOLKSWAGEN,Virtus,1.0-12V,200 TSI Comfortline,A-6,S,E,F
MÉDIO,VOLKSWAGEN,Virtus,1.0-12V,200 TSI Comfortline,A-6,S,E,F
MÉDIO,VOLKSWAGEN,Virtus,1.6-16V,,A-6,S,E,F
MÉDIO,VOLKSWAGEN,Voyage,1.0-12V,(Rodas aro 14),M-5,S,H,F
MÉDIO,VOLKSWAGEN,Voyage,1.0-12V,(Rodas aro 15),M-5,S,H,F
MÉDIO,VOLKSWAGEN,Voyage,1.6-8V,,M-5,S,H,F
MÉDIO,VOLKSWAGEN,Voyage,1.6-16V,,A-6,S,H,F
GRANDE,AUDI,A3 Cabriolet,2.0-16V,-,DCT-7,S,E,G
GRANDE,AUDI,A3 Sedan,1.4-16V,Attraction,A-6,S,E,F
GRANDE,AUDI,A3 Sedan,1.4-16V,Attraction,A-6,S,E,F
GRANDE,AUDI,A3 Sedan,2.0-16V,Ambition,DCT-6,S,E,G
GRANDE,AUDI,RS3 Sedan,2.5-20V,-,DCT-7,S,E,G
GRANDE,AUDI,Q3,1.4-16V,Attraction,DCT-6,S,E,F
GRANDE,AUDI,Q3,1.4-16V,Ambiente,DCT-6,S,E,F
GRANDE,AUDI,Q3,1.4-16V,Ambition,DCT-6,S,E,F
GRANDE,AUDI,Q3,2.0-16V,Attraction,DCT-7,S,E,G
GRANDE,AUDI,Q3,2.0-16V,Ambiente,DCT-7,S,E,G
GRANDE,AUDI,Q3,2.0-16V,Ambiente,DCT-7,S,E,G
GRANDE,AUDI,Q3,2.0-16V,Ambition,DCT-7,S,E,G
GRANDE,AUDI,RSQ3,2.5-20V,-,DCT-7,S,E,G
GRANDE,BMW,320i,2.0-16V,ActiveFlex,A-8,S,E-H,F
GRANDE,BMW,328i,2.0-16V,ActiveFlex,A-8,S,E-H,F
GRANDE,BMW,X1,2.0-16V,sDrive20i ActiveFlex,A-8,S,E-H,F
GRANDE,BMW,X1,2.0-16V,xDrive25i ActiveFlex,A-8,S,E-H,F
GRANDE,BMW,X2,1.5-12V,sDrive 18i Active Flex,A-6,S,E-H,F
GRANDE,BMW,X2,2.0-16V,sDrive 20i Active Flex,A-8,S,E-H,F
GRANDE,CAOA CHERY,Arrizo 5,1.5T-16V,RX,CVT,S,E,F
GRANDE,CAOA CHERY,Arrizo 5,1.5T-16V,RXT,CVT,S,E,F
GRANDE,CHEVROLET,Cruze (MY19),1.4T-16V,LT NB AT,A-6,S,E,F
GRANDE,CHEVROLET,Cruze (MY19),1.4T-16V,LTZ NB AT,A-6,S,E,F
GRANDE,CHEVROLET,Novo Cruze Sport6 (MY19),1.4T-16V,LT HB AT,A-6,S,E,F
GRANDE,CHEVROLET,Novo Cruze Sport6 (MY19),1.4T-16V,LTZ HB AT,A-6,S,E,F
GRANDE,CITROËN,C4 Lounge,1.6 THP 16V Flex,LIVE AUT,M-6,S,E-H,F
GRANDE,CITROËN,C4 Lounge,1.6 THP 16V Flex,FEEL AUT,M-6,S,E-H,F
GRANDE,CITROËN,C4 Lounge,1.6 THP 16V Flex,SHINE AUT,M-6,S,E-H,F
GRANDE,CITROËN,C4 Picasso,1.6 THP 16V,Intensive,A-6,S,E-H,G
GRANDE,FORD,Focus Fastback,2.0-16V,SE,DCT-6,S,E,F
GRANDE,FORD,Focus Fastback,2.0-16V,Titanium,DCT-6,S,E,F
GRANDE,FORD,Focus Hatch,1.6-16V,SE,DCT-6,S,H,F
GRANDE,FORD,Focus Hatch,1.6-16V,SE,M-5,S,E,F
GRANDE,FORD,Focus Hatch,2.0-16V,Titanium,DCT-6,S,E,F
GRANDE,FORD,Focus Hatch,2.0-16V,SE,DCT-6,S,E,F
GRANDE,HONDA,Civic,2.0-16V,SPORT,M-6,S,E,F
GRANDE,HONDA,Civic,2.0-16V,EX,CVT,S,E,F
GRANDE,HONDA,Civic,2.0-16V,EX-L,CVT,S,E,F
GRANDE,HONDA,Civic,2.0-16V,SPORT,CVT,S,E,F
GRANDE,HONDA,Civic,1.5T-16V,TOURING,CVT,S,E,G
GRANDE,HONDA,Civic,1.5T-16V,Coupe Si,M-6,S,E,G
GRANDE,HYUNDAI,Elantra,2.0-16V,,A-6,S,E,F
GRANDE,HYUNDAI,Elantra,2.0-16V,B,A-6,S,E,F
GRANDE,KIA,Cerato,1.6-16V,FF EX4 ATNB,A-6,S,E,F
GRANDE,KIA,Cerato,1.6-16V,FF LX4 ATNB,A-6,S,E,F
GRANDE,KIA,Cerato,1.6-16V,FF SX4 ATNB,A-6,S,E,F
GRANDE,LEXUS,IS200,2.0-16V,LUXURY,A-8,S,E,G
GRANDE,LEXUS,IS200,2.0-16V,F SPORT,A-8,S,E,G
GRANDE,MASERATI,Levante,3.0-24V,S,A-8,S,E,G
GRANDE,MERCEDES-BENZ,A250,2.0-16V,,DCT-7,S,E,G
GRANDE,MERCEDES-BENZ,AMG CLA 45 4Matic,2.0-16V,,DCT-7,S,E,G
GRANDE,MERCEDES-BENZ,CLA200 FF,1.6-16V,,DCT-7,S,E,F
GRANDE,MERCEDES-BENZ,CLA250 4Matic,2.0-16V,,DCT-7,S,E,G
GRANDE,MERCEDES-BENZ,CLA180,1.6-16V,,DCT-7,S,E,G
GRANDE,MERCEDES-BENZ,AMG GLA 45 4M,2.0-16V,,DCT-7,S,E,G
GRANDE,MERCEDES-BENZ,GLA200 FF,1.6-16V,,DCT-7,S,E,F
GRANDE,MERCEDES-BENZ,GLA200 FF,1.6-16V,STYLE,DCT-7,S,E,F
GRANDE,MERCEDES-BENZ,GLA250,2.0-16V,,DCT-7,S,E,G
GRANDE,MITSUBISHI,Lancer,2.0-16V,HL,CVT,S,H,G
GRANDE,MITSUBISHI,Lancer,2.0-16V,HL-T,CVT,S,H,G
GRANDE,NISSAN,Novo Sentra,2.0-16V,20 S,CVT,S,E,F
GRANDE,NISSAN,Novo Sentra,2.0-16V,20 SV,CVT,S,E,F
GRANDE,NISSAN,Novo Sentra,2.0-16V,20 SL,CVT,S,E,F
GRANDE,RENAULT,Fluence,2.0-16V,Dynamique,M-6,S,E,F
GRANDE,RENAULT,Fluence,2.0-16V,Expression,M-6,S,E,F
GRANDE,RENAULT,Fluence,2.0-16V,Privilège,M-6,S,E,F
GRANDE,RENAULT,Fluence,2.0-16V,Dynamique,CVT,S,E,F
GRANDE,RENAULT,Fluence,2.0-16V,Expression,CVT,S,E,F
GRANDE,RENAULT,Fluence,2.0-16V,Privilège,CVT,S,E,F
GRANDE,RENAULT,Fluence,2.0-16V,GT Line,CVT,S,E,F
GRANDE,RENAULT,Fluence,2.0-16V,Dynamique Plus,CVT,S,E,F
GRANDE,SUBARU,WRX,2.0-16V,2,CVT,S,E,G
GRANDE,SUBARU,WRX,2.5-16V,STI 2,5,M-6,S,E,G
GRANDE,TOYOTA,Corolla,1.8-16V,GLI,M-6,S,E,F
GRANDE,TOYOTA,Corolla,1.8-16V,GLI,CVT,S,E,F
GRANDE,TOYOTA,Corolla,2.0-16V,ALTIS,CVT,S,E,F
GRANDE,TOYOTA,Corolla,2.0-16V,XEI,CVT,S,E,F
GRANDE,TOYOTA,Corolla,2.0-16V,XRS,CVT,S,E,F
GRANDE,VOLKSWAGEN,Golf Variant,1.4-16V,COMFORTLINE,A-6,S,E,F
GRANDE,VOLKSWAGEN,Golf Variant,1.4-16V,HIGHLINE,A-6,S,E,F
GRANDE,VOLKSWAGEN,Jetta,1.4-16V,250 TSI,A-6,S,E,F
GRANDE,VOLKSWAGEN,Jetta,1.4-16V,COMFORTLINE 250 TSI,A-6,S,E,F
GRANDE,VOLKSWAGEN,Jetta,1.4-16V,R-LINE 250 TSI,A-6,S,E,F
EXTRA GRANDE,AUDI,A4 Sedan,2.0-16V,Attraction,DCT-7,S,E,G
EXTRA GRANDE,AUDI,A4 Sedan,2.0-16V,Ambiente,DCT-7,S,E,G
EXTRA GRANDE,AUDI,A4 Sedan,2.0-16V,Ambition,DCT-7,S,E,G
EXTRA GRANDE,AUDI,A4 Avant,2.0-16V,Attraction,DCT-7,S,E,G
EXTRA GRANDE,AUDI,A4 Avant,2.0-16V,Ambiente,DCT-7,S,E,G
EXTRA GRANDE,AUDI,A5 Sportback,2.0-16V,Attraction,DCT-7,S,E,G
EXTRA GRANDE,AUDI,A5 Sportback,2.0-16V,Ambiente,DCT-7,S,E,G
EXTRA GRANDE,AUDI,A5 Sportback,2.0-16V,Ambition,DCT-7,S,E,G
EXTRA GRANDE,AUDI,A6 Sedan,2.0-16V,Ambiente,DCT-7,S,E-H,G
EXTRA GRANDE,AUDI,A6 Sedan,3.0-24V,Ambition,DCT-7,S,E-H,G
EXTRA GRANDE,AUDI,A6 allroad,3.0-24V,Allroad,DCT-7,S,E,G
EXTRA GRANDE,AUDI,A7 Sportback,3.0-24V,Ambiente,DCT-7,S,E-H,G
EXTRA GRANDE,AUDI,A8 Sedan,4.0-32V,-,A-8,S,E,G
EXTRA GRANDE,AUDI,A8 Longo,6.3-48V,-,A-8,S,E,G
EXTRA GRANDE,AUDI,S8 Plus,4.0-32V,Sedan,A-8,S,E,G
EXTRA GRANDE,AUDI,Q5,2.0-16V,Blindada,DCT-7,S,E,G
EXTRA GRANDE,AUDI,RS4 Avant,2.9-24V,-,A-8,S,E,G
EXTRA GRANDE,AUDI,A6 Sedan,3.0-24V,-,DCT-7,S,E,G
EXTRA GRANDE,AUDI,A7 Sportback,3.0-24V,-,DCT-7,S,E,G
EXTRA GRANDE,BMW,M3,3.0-24V,Sedan,DCT-7,S,E-H,G
EXTRA GRANDE,BMW,750Li,4.4-32V,-,A-8,S,E-H,G
EXTRA GRANDE,BMW,M5,4.4-32V,-,A-8,S,E-H,G
EXTRA GRANDE,BMW,M4,3.0-24V,CS,A-7,S,E-H,G
EXTRA GRANDE,BMW,530i,2.0-16V,,A-8,S,E-H,G
EXTRA GRANDE,BMW,530E,2.0-16V,-,A-8,S,E-H,G
EXTRA GRANDE,CHRYSLER,300C,3.6-24V,300C,A-8,S,H,G
EXTRA GRANDE,DODGE,Durango,3.6-24V,LIMITED,A-8,S,H,G
EXTRA GRANDE,FORD,Fusion,2.0-16V,FWD SEL,A-6,S,E,G
EXTRA GRANDE,FORD,Fusion,2.0-16V,FWD Titanium,A-6,S,E,G
EXTRA GRANDE,FORD,Fusion,2.0-16V,AWD Titanium,A-6,S,E,G
EXTRA GRANDE,FORD,Fusion,2.0-16V,Hybrid,eCVT,S,E,G
EXTRA GRANDE,FORD,Fusion,2.5-16V,Flex SE,A-6,S,E,F
EXTRA GRANDE,FORD,Edge,2.7-24V,ST GTDI,A-8,S,E,G
EXTRA GRANDE,HONDA,Accord,2.0T-16V,TOURING,A-10,S,E,G
EXTRA GRANDE,HYUNDAI,Azera,3.0-24V,V6 GDI,A-8,S,E,G
EXTRA GRANDE,HYUNDAI,Azera,3.0-24V,3,0 V6,A-6,S,E,G
EXTRA GRANDE,JAGUAR,XF,2.0-16V,P250 PRESTIGE,A-8,S,E,G
EXTRA GRANDE,JAGUAR,XF,2.0-16V,P250 R-SPORT,A-8,S,E,G
EXTRA GRANDE,JAGUAR,XF,2.0-16V,PURE,A-8,S,E,G
EXTRA GRANDE,JAGUAR,XF,2.0-16V,2,0T PRESTIG,A-8,S,E,G
EXTRA GRANDE,JAGUAR,XF,2.0-16V,2,0T PURE TC,A-8,S,E,G
EXTRA GRANDE,JAGUAR,XF,2.0-16V,2,0T PURE,A-8,S,E,G
EXTRA GRANDE,JAGUAR,XF,2.0-16V,2,0T R-SPORT,A-8,S,E,G
EXTRA GRANDE,JAGUAR,XF,3.0-24V,V6 PORTFOLIO,A-8,S,E,G
EXTRA GRANDE,JAGUAR,XF,3.0-24V,V6 380CV S,A-8,S,E,G
EXTRA GRANDE,JAGUAR,XE,2.0-16V,P250 R-SPORT,A-8,S,E,G
EXTRA GRANDE,JAGUAR,XE,2.0-16V,P250 PURE,A-8,S,E,G
EXTRA GRANDE,JAGUAR,XE,2.0-16V,P200 R-SPORT,A-8,S,E,G
EXTRA GRANDE,JAGUAR,XE,2.0-16V,P200 PURE,A-8,S,E,G
EXTRA GRANDE,JAGUAR,XE,2.0-16V,2,0 PURE SI4,A-8,S,E,G
EXTRA GRANDE,JAGUAR,XE,2.0-16V,2,0 R-SPORT SI4,A-8,S,E,G
EXTRA GRANDE,JAGUAR,XE,3.0-24V,S 3,0 V6 SC,A-8,S,E,G
EXTRA GRANDE,JAGUAR,XJ,3.0-24V,3,0 SC R-SPORT,A-8,S,E,G
EXTRA GRANDE,JAGUAR,XJ,3.0-24V,3,0 SC PORT,A-8,S,E,G
EXTRA GRANDE,JAGUAR,XE,3.0-24V,P380 S,A-8,S,E,G
EXTRA GRANDE,KIA,Cadenza,3.3-24V,EX GDI,A-6,S,E,G
EXTRA GRANDE,KIA,Cadenza,3.3-24V,EX GDI,A-6,S,E,G
EXTRA GRANDE,KIA,Stinger,2.0-16V,EX 2,0 AT,A-8,S,E,G
EXTRA GRANDE,KIA,Stinger,3.3-24V,GT 3,3 AT,A-8,S,E,G
EXTRA GRANDE,KIA,Optima,2.0-16V,EX3 2,0 AT,A-6,S,E,G
EXTRA GRANDE,KIA,Optima,2.0-16V,LX3 2,0 AT,A-6,S,E,G
EXTRA GRANDE,LEXUS,ES350,3.5-24V,-,A-6,S,E,G
EXTRA GRANDE,LEXUS,NX200 4X4,2.0-16V,LUXURY,A-6,S,E,G
EXTRA GRANDE,LEXUS,NX200 4X4,2.0-16V,F SPORT,A-6,S,E,G
EXTRA GRANDE,LEXUS,LS460,4.6-32V,-,A-8,S,E,G
EXTRA GRANDE,LEXUS,NX300 4X4,2.0-16V,LUXURY,A-6,S,E,G
EXTRA GRANDE,LEXUS,NX300 4X4,2.0-16V,F SPORT,A-6,S,E,G
EXTRA GRANDE,LEXUS,NX300 4X4,2.0-16V,DYNAMIC,A-6,S,E,G
EXTRA GRANDE,LEXUS,NX300H,2.5-16V,LUXURY,CVT,S,E,G
