Categoria,Marca,Modelo,Motor,Versão,Transmissão Velocidades (nº),Ar Cond,Direção Assistida,Combustível
UTILITÁRIO ESPORTIVO GRANDE 4X4,LEXUS,RX350 4X4,3.5-24V,F SPORT,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,LEXUS,RX350,3.5-24V,L,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,MERCEDES-BENZ,GLC 250 4M,2.0-16V,,A-9,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,MERCEDES-BENZ,AMG GLC43,3.0-24V,,A-9,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,MERCEDES-BENZ,GLC 220d 4M,2.1-16V,,A-9,S,E,D
UTILITÁRIO ESPORTIVO GRANDE 4X4,MERCEDES-BENZ,GLC 250 4M,2.0-16V,Coupé,A-9,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,MERCEDES-BENZ,AMG GLC43,3.0-24V,Coupé,A-9,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,MERCEDES-BENZ,GLE 350d,3.0-32V,,A-9,S,E,D
UTILITÁRIO ESPORTIVO GRANDE 4X4,MERCEDES-BENZ,GLE 400,3.0-24V,Coupé,A-9,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,MERCEDES-BENZ,AMG GLE43,3.0-24V,Coupé,A-9,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,MERCEDES-BENZ,AMG GLE 63,5.5-32V,Coupé,A-7,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,MERCEDES-BENZ,GLS 350d,3.0-32V,,A-9,S,E,D
UTILITÁRIO ESPORTIVO GRANDE 4X4,MERCEDES-BENZ,AMG G 63 4Matic,4.0-32V,,A-9,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,MITSUBISHI,Eclipse Cross,1.5T-16V,HPE-S,CVT,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,MITSUBISHI,Eclipse Cross,1.5T-16V,S-AWC,CVT,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,PORSCHE,Cayenne (19MY),2.9-24V,S,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,PORSCHE,Cayenne (19MY),3.0-24V,V6,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,PORSCHE,Cayenne (19MY),4.0-32V,Turbo,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,SUBARU,Forester,2.0-16V,L,CVT,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,SUBARU,Forester,2.0-16V,S,CVT,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,SUBARU,Forester,2.0-16V,XT,CVT,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,SUBARU,Outback,3.6-24V,3,6 R-S,CVT,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,VOLVO,XC40,2.0-16V,T5 Inscription,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,VOLVO,XC40,2.0-16V,T5 Momentum,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,VOLVO,XC40,2.0-16V,T5 R-Design,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,VOLVO,XC60,2.0-16V,2,0 T5 Momentum,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,VOLVO,XC60,2.0-16V,2,0 T5 Kinetic,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,VOLVO,XC60,2.0-16V,2,0 T5 Inscription,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,VOLVO,XC60,2.0-16V,2,0 T5 R-Design,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,VOLVO,XC60,2.0-16V,D5 Momentum,A-8,S,E,D
UTILITÁRIO ESPORTIVO GRANDE 4X4,VOLVO,XC60,2.0-16V,D5 Inscription,A-8,S,E,D
UTILITÁRIO ESPORTIVO GRANDE 4X4,VOLVO,XC60,2.0-16V,T8 Inscription,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,VOLVO,XC60,2.0-16V,T8 R-Design,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,VOLVO,XC90,2.0-16V,2,0 T6 Inscription,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,VOLVO,XC90,2.0-16V,2,0 T6 Kinetic,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,VOLVO,XC90,2.0-16V,2,0 T6 Momentum,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,VOLVO,XC90,2.0-16V,2,0 R-Design,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,VOLVO,XC90,2.0-16V,D5 Kinetic,A-8,S,E,D
UTILITÁRIO ESPORTIVO GRANDE 4X4,VOLVO,XC90,2.0-16V,D5 Inscript,A-8,S,E,D
UTILITÁRIO ESPORTIVO GRANDE 4X4,VOLVO,XC90,2.0-16V,D5 Momentum,A-8,S,E,D
UTILITÁRIO ESPORTIVO GRANDE 4X4,VOLVO,XC90,2.0-16V,T8 Excellen,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,VOLVO,XC90,2.0-16V,T8 Inscription,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,VOLVO,XC90,2.0-16V,T8 Momentum,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,VOLVO,XC90,2.0-16V,T8 R-Design,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,VOLVO,XC90 (2019),2.0-16V,T8 EXCELLEN,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,VOLVO,XC90 (2019),2.0-16V,T8 INSCRIPT,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,VOLVO,XC90 (2019),2.0-16V,T8 MOMENTUM,A-8,S,E,G
UTILITÁRIO ESPORTIVO GRANDE 4X4,VOLVO,XC90 (2019),2.0-16V,T8 R-DESIGN,A-8,S,E,G
FORA DE ESTRADA COMPACTO,JEEP,Renegade,2.0-16V,TRAILHAWK,A-9,S,E,D
FORA DE ESTRADA COMPACTO,JEEP,Renegade,2.0-16V,SPORT,A-9,S,E,D
FORA DE ESTRADA COMPACTO,JEEP,Renegade,2.0-16V,LONGITUDE,A-9,S,E,D
FORA DE ESTRADA COMPACTO,JEEP,Wrangler,3.6-24V,SPORT,A-5,S,H,G
FORA DE ESTRADA COMPACTO,SUZUKI,Jimny 4X4,1.3-16V,4ALL,M-5,S,H,G
FORA DE ESTRADA COMPACTO,SUZUKI,Jimny 4X4,1.3-16V,4SPORT,M-5,S,H,G
FORA DE ESTRADA COMPACTO,SUZUKI,Jimny 4X4,1.3-16V,4WORK,M-5,S,H,G
FORA DE ESTRADA COMPACTO,SUZUKI,Jimny 4X4,1.3-16V,4WORK OFF ROAD,M-5,S,H,G
FORA DE ESTRADA COMPACTO,SUZUKI,Jimny 4X4,1.3-16V,CANVAS,M-5,S,H,G
FORA DE ESTRADA COMPACTO,TROLLER,T4,3.2-20V,XLT,M-6,S,H,D
FORA DE ESTRADA GRANDE,CHEVROLET,Trailblazer,3.6-24V,LTZ Gasolina 4x4,A-6,S,E,G
FORA DE ESTRADA GRANDE,CHEVROLET,Trailblazer,2.8-16V,LT,A-6,S,E,D
FORA DE ESTRADA GRANDE,CHEVROLET,Trailblazer,2.8-16V,LTZ Diesel 4x4,A-6,S,E,D
FORA DE ESTRADA GRANDE,JEEP,Compass,2.0-16V,TRAILHAWK,A-9,S,E,D
FORA DE ESTRADA GRANDE,JEEP,Wrangler,3.6-24V,UNLIMITED 4pt,A-5,S,H,G
FORA DE ESTRADA GRANDE,JEEP,Wrangler,3.6-24V,UNLIMITED SAHARA 4pt,A-5,S,H,G
FORA DE ESTRADA GRANDE,LAND ROVER,Range Rover Sport,5.0-32V,5,0 SC DYN,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Range Rover Sport,5.0-32V,5,0 SC AB,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Range Rover Sport,5.0-32V,5,0 SC AB D,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Range Rover Sport,3.0-24V,3,0 SC S,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Range Rover Sport,3.0-24V,3,0 SC SE,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Range Rover Sport,3.0-24V,3,0 SE HSE,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Range Rover Sport,3.0-24V,3,0 SC HST,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Range Rover Sport,3.0-24V,3,0 SC AB D,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Range Rover Sport,3.0-24V,SVR 550,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,P240 HSE,A-9,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,P240 HSE 7L,A-9,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,P240 HSEL,A-9,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,P240 HSEL 7L,A-9,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,P240 S,A-9,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,P240 SE,A-9,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,P240 SE 7L,A-9,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,P240 HSE,A-9,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,P240 HSE 7L,A-9,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,P240 HSEL,A-9,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,P240 HSE 7,A-9,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,P240 HSEL 7,A-9,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,P240 S,A-9,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,P240 SE,A-9,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,P240 SE 7L,A-9,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,P240 SE 7,A-9,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Range Rover,5.0-32V,V8 SC VOGUESE,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Range Rover,5.0-32V,V8 SC AB,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Range Rover,5.0-32V,V8 SC AB L,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Range Rover,5.0-32V,ABLACKL,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Range Rover,5.0-32V,V8SC SVAB,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Velar,2.0-16V,P250 STD,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Velar,2.0-16V,P250 S,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Velar,2.0-16V,P250 SE,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Velar,2.0-16V,P250 HSE,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Velar,2.0-16V,P250 STD RD,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Velar,2.0-16V,P250 S RDYN,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Velar,2.0-16V,P250 SE RDYN,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Velar,2.0-16V,P250 HSE RD,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Velar,2.0-16V,P250 HSE RDYN,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Velar,2.0-16V,P250 STD RDYN,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Velar,3.0-16V,P380 FIRST ED,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Velar,3.0-16V,P380 HSE,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Velar,3.0-16V,P380 HSE RDYN,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Velar,3.0-16V,P380 S,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Velar,3.0-16V,P380 S RDYN,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Velar,3.0-16V,P380 SE,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Velar,3.0-16V,P380 SE RDYN,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Velar,3.0-16V,P380 STD,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Velar,3.0-16V,P380 STD RDYN,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Evoque,2.0-16V,D180 SE,A-9,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Evoque,2.0-16V,D180 SE,A-9,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Evoque,2.0-16V,D240 HB,A-9,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Evoque,2.0-16V,D240 HSE DYN,A-9,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Evoque,2.0-16V,D240 SE,A-9,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Evoque,2.0-16V,D240 SE DYN,A-9,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Evoque,2.0-16V,D240 AB,A-9,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Evoque,2.0-16V,D240 HSE DYN,A-9,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Evoque,2.0-16V,D240 SE DYN,A-9,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,D180 S,A-9,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,D180 LMK 7L,A-9,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,D180 SE 7L,A-9,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,D180 HSE 7L,A-9,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,D180 HSE,A-9,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,D180 SE,A-9,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,D180 LMK,A-9,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,D180 S,A-9,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,D180 LMK 7L,A-9,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,D180 SE 7L,A-9,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,D180 HSE 7L,A-9,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,D180 HSE,A-9,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,D180 SE,A-9,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,D180 LMK,A-9,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,D240 HSEL,A-9,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,D240 HSEL7,A-9,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,D240 HSE 7,A-9,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,D240 HSE,A-9,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,D240 HSEL,A-9,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,D240 HSEL7,A-9,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,D240 HSE,A-9,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,D240 HSE 7L,A-9,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Range Rover Sport,3.0-24V,3,0 TD HSE,A-8,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Range Rover Sport,3.0-24V,3,0 TD S,A-8,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Range Rover Sport,3.0-24V,3,0 TD SE,A-8,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Range Rover Sport,3.0-24V,3,0 TD ABD,A-8,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Range Rover Sport,4.4-32V,4,4 HSE DYN,A-8,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Range Rover,3.0-24V,TDV6 HSE,A-8,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Range Rover,3.0-24V,TDV6 VOGUE,A-8,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Range Rover,4.4-32V,SDV8 AB,A-8,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Range Rover,4.4-32V,SDV8 AB LWB,A-8,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Range Rover,4.4-32V,SDV8 VOGUE,A-8,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Range Rover,4.4-32V,SDV8 VOGUESE,A-8,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery,3.0-24V,SDV6 S,A-8,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery,3.0-24V,SDV6BLACK,A-8,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery,3.0-24V,SDV6 HSE,A-8,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery,3.0-24V,SDV6 SE,A-8,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery,3.0-24V,GRAPHITE,A-8,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery,3.0-24V,GRAPHITE 5,A-8,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery,3.0-24V,TD6 FE 7,A-8,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery,3.0-24V,TD6 HSE,A-8,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery,3.0-24V,TD6 HSE 7,A-8,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery,3.0-24V,TD6 HSEL,A-8,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery,3.0-24V,TD6 HSEL7,A-8,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery,3.0-24V,TD6 PURE,A-8,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery,3.0-24V,TD6 PURE7,A-8,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery,3.0-24V,TD6 SE,A-8,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery,3.0-24V,TD6 SE 7,A-8,S,E,D
FORA DE ESTRADA GRANDE,LAND ROVER,Evoque,2.0-16V,P240 PURE,A-9,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Evoque,2.0-16V,P240 SE,A-9,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Evoque,2.0-16V,P240 SE DYN,A-9,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Evoque,2.0-16V,P240 HSE DYN,A-9,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Evoque,2.0-16V,P240 HSE DYN,A-9,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Evoque,2.0-16V,P240 LANDMAR,A-9,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Evoque,2.0-16V,P240 PURE,A-9,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Evoque,2.0-16V,P240 SE,A-9,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Evoque,2.0-16V,P240 SE DYN,A-9,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Evoque,2.0-16V,P240FF HSE DYN,A-9,S,E,F
FORA DE ESTRADA GRANDE,LAND ROVER,Evoque,2.0-16V,P240FF PURE,A-9,S,E,F
FORA DE ESTRADA GRANDE,LAND ROVER,Evoque,2.0-16V,P240FF SE,A-9,S,E,F
FORA DE ESTRADA GRANDE,LAND ROVER,Evoque,2.0-16V,P240FF SE DYN,A-9,S,E,F
FORA DE ESTRADA GRANDE,LAND ROVER,Evoque,2.0-16V,P240 CABRIO,A-9,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Evoque,2.0-16V,P290 AB,A-9,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,P240FF HSE,A-9,S,E,F
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,P240FF HSEL,A-9,S,E,F
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,P240FF HSEL7,A-9,S,E,F
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,P240FF HSE7L,A-9,S,E,F
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,P240FF S,A-9,S,E,F
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,P240FF SE,A-9,S,E,F
FORA DE ESTRADA GRANDE,LAND ROVER,Discovery Sport,2.0-16V,P240FF SE 7L,A-9,S,E,F
FORA DE ESTRADA GRANDE,LAND ROVER,Range Rover,5.0-32V,V8SC SVCOUPE,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Range Rover,5.0-32V,V8SC LWB 565,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Range Rover,5.0-32V,V8SC SWB 565,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Velar,2.0-16V,P300 HSE,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Velar,2.0-16V,P300 HSE RDYN,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Velar,2.0-16V,P300 S,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Velar,2.0-16V,P300 S RDYN,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Velar,2.0-16V,P300 SE,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Velar,2.0-16V,P300 SE RDYN,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Velar,2.0-16V,P300 STD,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Velar,2.0-16V,P300 STD RDYN,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Range Rover,5.0-32V,V8SC SWB 525,A-8,S,E,G
FORA DE ESTRADA GRANDE,LAND ROVER,Range Rover Sport,5.0-32V,P525 HSE DYN,A-8,S,E,G
FORA DE ESTRADA GRANDE,MITSUBISHI,Outlander,3.0-24V,V6 HPE-S,A-6,S,E,G
FORA DE ESTRADA GRANDE,MITSUBISHI,Outlander,2.2-16V,Diesel HPE-S,A-6,S,E,D
FORA DE ESTRADA GRANDE,MITSUBISHI,Pajero,3.8-24V,HPE,A-5,S,H,G
FORA DE ESTRADA GRANDE,MITSUBISHI,Pajero,3.2-16V,HPE 3P,A-5,S,H,D
FORA DE ESTRADA GRANDE,MITSUBISHI,Pajero,3.2-16V,HPE 5P,A-5,S,H,D
FORA DE ESTRADA GRANDE,TOYOTA,SW4 Gasolina 4X4,4.0-24V,SRX,A-6,S,E,G
FORA DE ESTRADA GRANDE,TOYOTA,SW4 Diesel 4X4,2.8-16V,SRV,A-6,S,E,D
FORA DE ESTRADA GRANDE,TOYOTA,SW4 Diesel 4X4,2.8-16V,SRX,A-6,S,E,D
FORA DE ESTRADA GRANDE,TOYOTA,SW4 Diesel 4X4,2.8-16V,SR,A-6,S,E,D
FORA DE ESTRADA GRANDE,TOYOTA,SW4 Diesel 4X4,2.8-16V,DIAMOND,A-6,S,E,D
MINIVAN,CHEVROLET,Spin (MY19),1.8-8V,1,8L AT LTZ (7L),A-6,S,E,F
MINIVAN,CHEVROLET,Spin (MY19),1.8-8V,1,8L MT LTZ (7L),M-6,S,E,F
MINIVAN,CHEVROLET,Spin (MY19),1.8-8V,AT ACT7 (7L),A-6,S,E,F
MINIVAN,CHRYSLER,Town & Country,3.6-24V,Touring,A-6,S,H,G
MINIVAN,CHRYSLER,Town & Country,3.6-24V,Limited,A-6,S,H,G
MINIVAN,CITROËN,Grand C4 Picasso,1.6 THP 16V,Grand THP,A-6,S,E-H,G
MINIVAN,DODGE,Journey,3.6-24V,RT,A-6,S,H,G
MINIVAN,FIAT,Dobló,1.8-16V,ESSENCE 7L,M-5,S,H,F
MINIVAN,KIA,Carnival,3.3-24V,EX 3,3 AT,A-6,S,H,G
MINIVAN,KIA,Carnival,3.3-24V,LX 3,3 AT,A-6,S,H,G
MINIVAN,LIFAN,X80,2.0-16V,IT TALENT,A-6,S,E,G
MINIVAN,LIFAN,X80,2.0-16V,IT VIP,A-6,S,E,G
MINIVAN,MERCEDES-BENZ,Vito Tourer 119,2.0-16V,,M-6,S,E,F
COMERCIAL,CITROËN,Berlingo,1.6-16V,Furgão,M-5,S,H,F
COMERCIAL,CITROËN,Jumpy,1.6 TDI,Furgão,M-6,S,E,D
COMERCIAL,CITROËN,Jumpy,1.6 TDI,Furgão Pack,M-6,S,E,D
COMERCIAL,CITROËN,Jumpy,1.6 TDI,Minibus,M-6,S,E,D
COMERCIAL,FIAT,Ducato,2.3-16V,CHASSI,M-6,S,H,D
COMERCIAL,FIAT,Ducato,2.3-16V,CARGO 8M³,M-6,S,H,D
COMERCIAL,FIAT,Ducato,2.3-16V,CARGO 10M³,M-6,S,H,D
COMERCIAL,FIAT,Ducato,2.3-16V,MAXI CARGO 13M³,M-6,S,H,D
COMERCIAL,FIAT,Ducato,2.3-16V,MULTI LONGO,M-6,S,H,D
COMERCIAL,FIAT,Ducato,2.3-16V,MULTI EXTRA LONGO,M-6,S,H,D
COMERCIAL,FIAT,Fiorino,1.4-8V,1,4,M-5,N,H,F
COMERCIAL,FIAT,Fiorino,1.4-8V,HARD WORKING,M-5,S,H,F
COMERCIAL,JAC,T8,2.0T-16V,-,M-6,S,H,G
COMERCIAL,KIA,Bongo K2500,2.5-16V,HD SC,M-6,N,H,D
COMERCIAL,MERCEDES-BENZ,Sprinter Street 313,2.1-16V,,M-6,S,H,D
COMERCIAL,MERCEDES-BENZ,Vito 111 CDI,1.6-16V,,M-6,N,E,D
COMERCIAL,PEUGEOT,Partner,1.6-16V,Furgão,M-5,S,H,F
COMERCIAL,PEUGEOT,Expert,1.6 TDI,Business,M-6,S,E,D
